index,PM_US Post,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_SW,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,season_1,season_2,season_3,season_4
2012-05-14 14:00:00,46.0,-0.9974739676460699,-2.6418351801153857,-0.15419105402437885,1.1101489967649616,-0.35030714245525557,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,1,0,0,0
2012-05-14 15:00:00,46.0,-0.9974739676460699,-2.6418351801153857,-0.27787585680079235,1.1101489967649616,-0.18869446920619307,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,1,0,0,0
2012-05-14 16:00:00,46.0,-0.9974739676460699,-2.7177788431690866,-0.4015606595772059,1.238722912936262,-0.02708179595713056,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,1,0,0,0
2012-05-14 17:00:00,46.0,-0.8685279665410148,-2.5449794939019696,-0.4015606595772059,1.1101489967649616,0.13453087729193194,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,1,0,0,0
2012-05-14 18:00:00,46.0,-0.6106359643309046,-2.232399779304128,-0.4015606595772059,0.9815750805936613,-0.35030714245525557,-0.09752460097273916,-0.10326583569609474,2.1441070272694676,0,0,0,0,1,0,0,0
2012-05-14 19:00:00,46.0,-0.35274396212079445,-1.7239074266836956,-0.4015606595772059,0.7244272482510608,0.13453087729193194,-0.09752460097273916,-0.10326583569609474,2.1441070272694676,0,0,0,0,1,0,0,0
2012-05-14 20:00:00,46.0,-0.48168996322584956,-1.8713922215995784,-0.27787585680079235,0.7244272482510608,0.6193688970391195,-0.09752460097273916,-0.10326583569609474,2.1441070272694676,0,0,0,0,1,0,0,0
2012-05-14 21:00:00,46.0,-0.2237979610157394,-1.4173811924741924,-0.15419105402437885,0.5958533320797604,1.104206916786307,-0.09752460097273916,-0.10326583569609474,2.1441070272694676,0,0,0,0,1,0,0,0
2012-05-14 22:00:00,46.0,-0.35274396212079445,-1.5835767449540308,-0.030506251247965313,0.5958533320797604,1.427432263284432,-0.09752460097273916,-0.10326583569609474,2.1441070272694676,0,0,0,0,1,0,0,0
2012-05-14 23:00:00,46.0,-0.7395819654359597,-2.0265814461006197,0.09317855152844821,0.5958533320797604,1.9122702830316196,-0.09752460097273916,-0.10326583569609474,2.1441070272694676,0,0,0,0,1,0,0,0
2012-06-04 00:00:00,69.0,0.8077700478247012,1.1938701204954527,-0.6118248242971005,0.21013158356585948,-0.5119198157043181,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,0,1,0,0
2012-06-04 01:00:00,69.0,0.8077700478247012,1.1938701204954527,-0.7478781073511581,0.21013158356585948,-0.5119198157043181,0.09471893444275692,-0.06897163387520082,-0.46637451640559696,0,0,0,1,0,1,0,0
2012-06-04 02:00:00,69.0,0.8077700478247012,1.1938701204954527,-0.7478781073511581,0.21013158356585948,-0.5119198157043181,0.09471893444275692,-0.03467743205430691,-0.46637451640559696,0,0,0,1,0,1,0,0
2012-06-04 03:00:00,69.0,0.8077700478247012,1.1938701204954527,-0.7478781073511581,0.21013158356585948,-0.5119198157043181,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,0,1,0,0
2012-06-04 04:00:00,69.0,0.8077700478247012,1.5273618582530093,-0.7478781073511581,0.08155766739455916,-0.5119198157043181,-0.09752460097273916,-0.10326583569609474,-0.46637451640559696,0,0,0,1,0,1,0,0
